"","X","idno","cntry","gndr","agea","edulvlb","eduyrs","nwspol","netusoft","netustm","trstprl","trstlgl","trstplc","trstplt","trstprt","trstep","trstun","lrscale","yrbrn"
"12724",22530,744,"IE",2,65,720,20,50,5,120,9,7,6,4,6,7,6,8,1952
"12725",22533,749,"IE",2,47,720,24,33,5,600,2,5,8,5,7,8,9,3,1970
"12726",22535,752,"IE",1,21,313,15,55,5,210,6,8,8,5,4,8,5,4,1996
"12727",22543,763,"IE",2,46,313,13,150,5,150,6,7,8,7,4,5,4,7,1971
"12728",22544,765,"IE",2,52,321,15,15,5,20,2,3,4,2,0,0,0,5,1965
"12729",22545,766,"IE",2,74,113,8,50,4,60,5,5,8,5,5,5,5,7,1943
"12730",22547,769,"IE",2,43,213,19,30,5,240,3,0,0,0,1,5,5,3,1974
"12731",22551,779,"IE",2,40,720,19,36,5,240,6,6,6,6,6,6,7,5,1977
"12732",22554,786,"IE",1,41,720,16,50,5,180,0,8,5,0,5,0,0,5,1976
"12733",22555,787,"IE",2,28,321,13,50,5,210,3,5,5,6,5,7,7,3,1989
"12734",22557,790,"IE",1,33,800,20,30,5,240,4,6,8,5,5,4,8,4,1984
"12735",22558,792,"IE",2,47,520,18,0,5,480,6,5,6,3,4,4,4,7,1970
"12736",22566,811,"IE",2,44,720,19,0,5,90,1,6,10,3,3,3,5,0,1973
"12737",22572,820,"IE",2,63,213,12,40,5,120,0,0,1,0,0,0,5,5,1954
"12738",22575,832,"IE",1,45,321,14,50,5,480,6,8,6,5,5,7,9,5,1972
"12739",22576,834,"IE",2,65,213,12,40,5,120,7,8,5,6,4,7,7,6,1952
"12740",22578,839,"IE",2,62,321,13,45,4,60,2,5,6,3,5,7,8,5,1955
"12741",22579,841,"IE",2,47,422,14,45,5,120,5,7,8,5,5,7,7,5,1970
"12742",22580,842,"IE",1,44,213,12,30,5,60,5,6,8,2,2,5,5,6,1973
"12743",22581,843,"IE",2,38,313,13,30,5,360,6,7,7,5,6,7,7,6,1979
"12744",22582,846,"IE",1,67,213,12,150,5,240,6,4,9,6,5,9,10,7,1950
"12745",22584,851,"IE",1,73,229,13,60,5,150,8,6,8,4,4,7,8,8,1944
"12746",22586,863,"IE",2,35,113,11,30,5,240,8,10,10,7,7,8,7,5,1982
"12747",22587,864,"IE",2,42,720,20,60,5,240,7,7,7,5,5,9,9,5,1975
"12748",22588,865,"IE",1,52,720,26,15,5,120,2,2,4,1,1,5,2,8,1965
"12749",22589,870,"IE",1,44,213,11,60,4,30,5,4,6,3,3,4,3,5,1973
"12750",22590,872,"IE",2,48,720,16,0,5,150,5,7,8,3,1,5,7,5,1969
"12751",22592,878,"IE",1,47,720,19,60,5,600,7,8,8,5,4,6,8,7,1970
"12752",22594,883,"IE",2,46,800,23,40,5,960,6,4,4,6,6,6,8,0,1971
"12753",22595,884,"IE",2,60,720,18,120,5,180,4,6,6,4,3,5,6,3,1957
"12754",22596,885,"IE",1,23,321,13,180,5,360,1,2,3,2,3,4,4,5,1994
"12755",22597,892,"IE",2,43,520,16,20,5,30,0,0,10,0,0,0,5,5,1974
"12756",22599,894,"IE",2,45,520,15,120,5,240,0,5,7,0,1,5,5,5,1972
"12757",22600,901,"IE",2,50,313,14,30,5,60,0,9,9,0,0,5,5,5,1967
"12758",22602,904,"IE",1,46,620,19,30,5,60,0,2,0,0,0,9,9,5,1971
"12759",22604,910,"IE",1,55,620,19,90,5,660,8,0,4,5,7,8,3,4,1962
"12760",22607,913,"IE",2,47,620,20,180,5,120,6,8,6,7,6,6,7,6,1970
"12761",22608,915,"IE",2,38,620,18,0,5,180,4,8,8,4,4,4,8,5,1979
"12762",22609,916,"IE",2,68,720,24,240,5,60,9,9,5,9,9,9,9,4,1949
"12763",22613,922,"IE",2,32,213,12,120,5,180,10,10,9,8,8,6,7,5,1985
"12764",22614,923,"IE",1,60,213,10,60,5,60,5,5,8,5,5,5,5,7,1957
"12765",22615,924,"IE",2,48,313,14,0,5,120,4,3,7,5,5,5,5,5,1969
"12766",22616,927,"IE",2,31,620,18,0,5,180,2,4,6,2,3,3,5,4,1986
"12767",22617,928,"IE",2,70,720,18,120,5,60,7,8,8,4,5,5,8,5,1947
"12768",22618,929,"IE",2,52,800,22,60,5,60,6,6,4,6,6,8,7,5,1965
"12769",22619,930,"IE",1,56,620,16,360,5,120,9,9,10,8,7,8,8,5,1961
"12770",22620,935,"IE",1,33,313,13,180,5,60,3,1,8,6,6,7,8,4,1984
"12771",22622,938,"IE",2,38,620,18,30,5,300,7,6,8,3,5,5,3,6,1979
"12772",22624,948,"IE",1,34,313,13,80,5,960,5,7,7,5,4,6,8,7,1983
"12773",22625,950,"IE",1,50,620,16,60,4,30,6,8,6,5,5,6,8,4,1967
"12774",22626,951,"IE",2,54,720,18,60,5,120,4,6,7,5,2,2,6,6,1963
"12775",22629,955,"IE",1,42,520,19,60,5,60,7,8,10,7,7,5,9,8,1975
"12776",22630,956,"IE",2,42,620,14,60,5,60,10,10,9,10,10,9,9,5,1975
"12777",22631,957,"IE",2,24,313,14,60,5,240,3,7,8,4,3,4,4,4,1993
"12778",22632,958,"IE",2,48,422,18,60,5,30,2,5,7,2,2,2,5,5,1969
"12779",22633,959,"IE",1,19,313,14,5,5,180,3,9,9,6,7,6,6,3,1998
"12780",22634,960,"IE",1,52,313,14,60,4,120,4,5,6,4,4,5,5,5,1965
"12781",22637,964,"IE",2,64,720,20,120,5,420,5,6,6,4,5,5,6,4,1953
"12782",22651,991,"IE",1,56,213,12,240,4,60,4,4,5,5,5,5,8,5,1961
"12783",22654,994,"IE",1,20,313,14,0,5,180,5,5,3,3,3,4,2,6,1997
"12784",22656,996,"IE",2,21,313,16,10,5,90,5,7,6,5,5,5,6,5,1996
"12785",22657,997,"IE",2,48,423,16,120,5,30,5,7,7,5,3,5,5,5,1969
"12786",22659,999,"IE",2,50,213,12,30,5,60,5,4,6,5,4,4,4,5,1967
"12787",22660,1000,"IE",1,38,520,17,120,5,90,3,3,2,3,2,3,5,8,1979
"12788",22661,1001,"IE",1,42,222,12,120,4,60,5,5,2,5,5,8,10,5,1975
"12789",22664,1005,"IE",2,24,620,18,90,5,240,7,8,8,6,6,7,8,7,1993
"12790",22667,1008,"IE",2,64,720,16,80,4,45,5,4,0,5,6,6,8,6,1953
"12791",22669,1010,"IE",1,40,421,11,25,5,30,7,6,7,6,5,7,10,3,1977
"12792",22671,1013,"IE",1,35,520,16,40,4,30,7,8,8,7,7,9,8,7,1982
"12793",22673,1016,"IE",1,48,520,14,30,5,180,4,6,6,5,4,6,7,5,1969
"12794",22674,1018,"IE",2,41,313,12,30,5,90,5,5,8,5,5,8,9,8,1976
"12795",22676,1021,"IE",2,48,520,17,30,5,240,8,8,6,7,6,8,8,5,1969
"12796",22677,1022,"IE",1,36,720,18,60,5,300,6,8,7,7,7,8,8,7,1981
"12797",22678,1023,"IE",1,36,620,18,30,5,90,7,8,7,5,6,8,8,5,1981
"12798",22682,1027,"IE",2,62,423,16,120,4,60,8,8,8,8,5,8,8,6,1955
"12799",22683,1028,"IE",1,29,720,18,30,5,180,5,5,5,5,5,5,5,2,1988
"12800",22684,1029,"IE",1,63,620,18,30,5,360,6,7,7,6,6,6,6,4,1954
"12801",22686,1031,"IE",2,20,313,15,15,5,120,8,7,8,7,7,7,7,5,1997
"12802",22687,1032,"IE",2,48,313,15,30,4,60,6,7,8,8,7,7,7,7,1969
"12803",22688,1033,"IE",1,76,213,15,120,5,60,5,5,0,5,5,5,5,8,1941
"12804",22689,1034,"IE",2,50,520,18,60,5,60,6,6,7,6,5,6,7,5,1967
"12805",22690,1035,"IE",1,38,620,20,60,5,180,6,8,5,4,4,5,7,8,1979
"12806",22693,1038,"IE",2,68,213,13,180,5,60,6,6,8,6,5,6,7,5,1949
"12807",22694,1039,"IE",1,21,313,15,15,5,240,5,7,5,5,5,7,7,3,1996
"12808",22695,1040,"IE",1,57,520,18,120,5,60,5,5,5,3,5,3,5,5,1960
"12809",22697,1042,"IE",2,57,720,18,210,5,150,1,2,4,2,2,2,3,4,1960
"12810",22700,1046,"IE",1,69,222,11,120,5,120,0,0,0,0,0,0,3,3,1948
"12811",22705,1051,"IE",2,54,720,26,20,5,270,6,4,6,5,5,4,4,7,1963
"12812",22708,1054,"IE",2,69,423,13,60,5,60,7,5,6,5,5,6,5,8,1948
"12813",22709,1055,"IE",2,52,620,23,60,5,120,5,6,7,6,5,6,7,3,1965
"12814",22713,1059,"IE",2,59,423,19,60,4,30,6,6,6,5,5,4,7,8,1958
"12815",22717,1064,"IE",1,39,321,14,20,5,60,7,8,8,7,8,8,9,6,1978
"12816",22718,1065,"IE",2,74,313,13,180,4,60,7,8,8,7,6,7,8,8,1943
"12817",22719,1066,"IE",1,24,520,16,30,5,240,7,10,6,6,5,5,7,5,1993
"12818",22721,1068,"IE",1,62,213,11,240,5,60,0,2,4,0,0,0,5,0,1955
"12819",22723,1070,"IE",2,63,313,13,210,4,60,6,7,7,6,6,6,8,7,1954
"12820",22726,1073,"IE",1,57,313,13,90,5,120,6,6,6,6,4,3,6,8,1960
"12821",22729,1076,"IE",1,36,720,17,30,5,240,6,8,9,6,6,7,8,6,1981
"12822",22730,1077,"IE",2,32,520,17,30,5,240,7,8,7,7,7,7,8,6,1985
"12823",22733,1080,"IE",1,63,229,11,60,4,60,0,5,3,0,3,0,5,6,1954
"12824",22739,1089,"IE",2,34,620,16,80,4,90,2,2,7,3,3,1,4,6,1982
"12825",22740,1090,"IE",1,73,313,14,60,5,80,7,4,7,7,8,5,5,8,1944
"12826",22742,1092,"IE",2,45,213,11,60,5,60,4,6,8,4,5,3,7,3,1972
"12827",22744,1095,"IE",1,30,422,14,225,5,240,3,3,8,2,6,8,8,5,1987
"12828",22745,1097,"IE",2,76,520,13,60,4,90,7,8,8,6,6,7,9,5,1941
"12829",22747,1099,"IE",2,52,620,20,15,5,180,2,3,4,2,2,4,4,6,1965
"12830",22748,1100,"IE",1,42,620,24,120,5,720,2,5,4,3,3,3,3,3,1975
"12831",22749,1101,"IE",1,59,620,18,30,5,270,0,0,0,0,1,4,8,0,1958
"12832",22751,1103,"IE",2,45,520,13,30,4,60,2,2,2,2,3,3,3,5,1972
"12833",22752,1104,"IE",2,56,520,17,15,5,90,2,6,5,1,1,3,5,5,1961
"12834",22754,1108,"IE",1,63,520,13,90,5,60,3,9,10,3,3,3,7,7,1954
"12835",22755,1109,"IE",2,22,520,15,0,5,240,2,3,8,1,3,5,5,5,1995
"12836",22757,1112,"IE",1,23,313,13,100,4,120,7,4,7,6,6,4,4,6,1994
"12837",22761,1118,"IE",2,56,720,23,10,5,10,5,6,8,1,2,8,6,5,1961
"12838",22762,1119,"IE",2,34,520,18,30,4,100,5,6,8,3,4,7,7,6,1983
"12839",22763,1120,"IE",1,57,720,14,60,5,240,2,5,4,2,2,3,3,5,1960
"12840",22765,1123,"IE",2,39,520,12,10,4,30,6,7,8,3,4,7,7,8,1978
"12841",22766,1124,"IE",2,50,321,13,30,5,210,2,3,7,3,1,8,8,6,1967
"12842",22770,1130,"IE",2,76,321,13,0,4,90,3,6,8,3,3,7,5,6,1941
"12843",22780,1143,"IE",1,20,520,16,110,5,420,1,6,4,0,0,6,7,6,1997
"12844",22781,1144,"IE",1,32,222,12,120,5,60,2,6,8,2,0,5,4,7,1985
"12845",22786,1151,"IE",1,26,313,15,60,5,720,0,0,5,0,0,3,5,5,1991
"12846",22787,1152,"IE",1,33,620,14,60,5,480,2,2,6,2,2,2,2,5,1984
"12847",22789,1155,"IE",2,41,520,17,60,5,480,6,6,3,3,2,3,4,3,1976
"12848",22794,1169,"IE",1,28,620,17,60,5,300,2,6,4,1,1,2,6,3,1989
"12849",22795,1170,"IE",2,28,620,17,0,5,180,5,4,8,5,2,7,7,5,1989
"12850",22796,1175,"IE",1,22,620,16,20,5,120,7,6,7,6,5,7,4,2,1995
"12851",22797,1176,"IE",2,38,620,16,10,5,60,5,5,4,4,4,6,5,4,1979
"12852",22798,1177,"IE",1,32,520,16,60,5,120,6,5,5,4,5,5,6,6,1985
"12853",22799,1181,"IE",2,52,422,14,60,4,60,1,1,5,5,1,3,3,6,1965
"12854",22800,1182,"IE",2,20,313,15,0,5,720,5,4,5,4,5,6,8,5,1997
"12855",22801,1183,"IE",1,20,313,15,10,5,240,7,9,8,5,6,5,7,5,1997
"12856",22802,1184,"IE",1,20,313,15,60,5,420,8,8,8,5,5,6,7,4,1997
"12857",22803,1185,"IE",2,28,313,15,30,5,120,0,1,2,1,1,2,0,6,1989
"12858",22804,1187,"IE",1,26,213,15,180,5,300,0,6,9,0,5,5,10,3,1991
"12859",22807,1190,"IE",2,21,313,16,180,5,360,2,5,6,0,0,5,7,5,1996
"12860",22808,1198,"IE",2,74,800,25,30,4,60,5,7,7,5,5,4,5,4,1943
"12861",22809,1200,"IE",1,33,620,19,90,5,300,6,8,2,2,2,5,6,6,1984
"12862",22810,1205,"IE",1,40,720,18,45,5,240,7,7,7,6,4,7,4,5,1977
"12863",22811,1207,"IE",1,20,313,14,30,5,180,6,5,4,7,4,7,8,6,1997
"12864",22812,1208,"IE",2,32,720,23,360,5,600,4,4,5,4,3,6,4,1,1985
"12865",22814,1212,"IE",2,51,720,20,60,4,360,5,7,2,5,5,4,8,8,1966
"12866",22815,1213,"IE",2,47,620,20,30,5,180,8,6,7,2,4,2,6,4,1970
"12867",22818,1219,"IE",2,47,620,17,20,4,240,5,6,5,2,3,3,4,8,1970
"12868",22820,1226,"IE",2,70,720,22,90,4,310,6,7,6,1,1,4,5,8,1947
"12869",22821,1227,"IE",2,65,720,19,150,5,120,8,9,9,5,5,9,9,8,1952
"12870",22824,1231,"IE",2,26,313,14,60,5,300,2,5,5,2,6,5,6,5,1991
"12871",22825,1232,"IE",1,23,620,18,90,5,370,4,6,7,2,2,6,6,3,1994
"12872",22826,1234,"IE",2,46,620,21,75,5,230,5,7,7,5,5,5,3,5,1971
"12873",22827,1235,"IE",2,55,422,14,30,5,330,6,10,10,4,4,7,10,4,1962
"12874",22830,1238,"IE",2,41,321,14,70,5,70,1,5,4,1,1,1,5,5,1976
"12875",22831,1240,"IE",2,21,321,16,0,5,180,6,9,7,1,5,5,7,3,1996
"12876",22834,1244,"IE",2,70,313,14,60,4,120,8,8,7,5,5,5,5,5,1947
"12877",22835,1245,"IE",2,26,720,19,90,5,120,5,6,5,5,6,6,6,2,1991
"12878",22836,1247,"IE",2,29,423,17,30,5,120,5,2,7,5,4,6,7,4,1988
"12879",22837,1248,"IE",1,38,620,17,5,5,120,1,2,0,0,1,4,4,8,1979
"12880",22838,1249,"IE",2,43,313,13,60,5,60,5,7,8,4,4,5,3,0,1974
"12881",22839,1250,"IE",1,69,313,14,60,5,60,5,6,7,5,5,5,2,5,1948
"12882",22841,1252,"IE",1,23,520,18,0,5,180,7,8,7,6,6,8,8,3,1994
"12883",22842,1253,"IE",2,56,620,18,120,5,600,3,4,7,3,3,5,6,3,1961
"12884",22843,1259,"IE",1,43,620,17,60,5,180,4,7,9,3,3,3,6,6,1974
"12885",22853,1274,"IE",2,75,222,10,10,5,60,2,5,8,2,2,1,6,5,1942
"12886",22855,1277,"IE",2,48,520,15,180,5,600,5,7,7,7,6,7,7,5,1969
"12887",22856,1278,"IE",2,59,313,10,60,5,120,2,4,5,2,2,2,5,5,1958
"12888",22857,1279,"IE",2,49,422,17,60,5,120,0,3,6,3,3,5,5,2,1968
"12889",22879,1302,"IE",2,38,620,25,60,5,60,6,7,8,4,4,7,7,7,1979
"12890",22883,1310,"IE",2,53,313,10,60,5,60,4,3,5,3,3,2,3,5,1964
"12891",22897,1325,"IE",2,27,720,18,60,5,210,3,5,4,0,0,0,6,4,1990
"12892",22901,1329,"IE",1,50,313,13,90,4,180,2,5,5,1,2,3,7,8,1967
"12893",22912,1340,"IE",1,21,313,15,55,5,330,3,5,5,1,0,6,7,3,1996
"12894",22914,1342,"IE",1,32,720,19,55,4,105,4,6,6,2,2,5,7,4,1984
"12895",22915,1343,"IE",2,30,720,18,0,5,120,7,7,8,6,5,7,9,8,1986
"12896",22925,1354,"IE",2,50,520,17,30,4,60,1,5,7,1,0,0,5,5,1967
"12897",22930,1359,"IE",1,52,800,21,20,5,180,0,6,8,3,1,0,6,8,1965
"12898",22931,1360,"IE",2,43,720,19,30,5,120,6,8,4,5,3,8,10,4,1974
"12899",22941,1370,"IE",1,62,800,21,35,5,240,6,7,9,5,5,7,8,8,1955
"12900",22944,1374,"IE",1,38,800,21,0,5,240,5,6,5,1,1,7,8,5,1979
"12901",22946,1377,"IE",2,49,720,19,45,5,150,5,5,6,3,3,5,7,4,1968
"12902",22948,1379,"IE",2,41,720,19,20,5,120,5,9,8,3,3,4,5,5,1976
"12903",22951,1382,"IE",1,36,720,20,10,5,150,6,5,7,3,2,4,7,7,1981
"12904",22958,1389,"IE",1,44,800,24,15,5,360,5,8,8,4,4,6,7,3,1973
"12905",22961,1392,"IE",2,57,423,16,15,4,60,0,2,6,0,0,5,7,3,1959
"12906",22963,1394,"IE",1,30,620,18,30,5,240,7,5,5,4,4,8,8,7,1986
"12907",22965,1396,"IE",2,31,313,14,0,5,240,6,2,5,0,0,0,5,7,1985
"12908",22968,1400,"IE",1,21,313,16,20,5,150,6,0,3,1,0,6,7,3,1995
"12909",22972,1404,"IE",2,26,520,18,50,5,180,0,8,9,0,1,8,9,3,1990
"12910",22973,1405,"IE",1,51,720,18,50,5,180,4,3,4,0,0,0,9,5,1965
"12911",22975,1407,"IE",1,46,421,14,35,4,60,7,2,4,0,1,0,8,5,1970
"12912",22978,1410,"IE",2,53,313,12,30,5,120,0,5,8,0,0,0,9,1,1963
"12913",22983,1416,"IE",2,63,222,12,30,5,60,10,0,10,10,10,10,10,0,1954
"12914",22989,1423,"IE",2,64,620,16,140,5,210,5,7,4,5,5,4,5,3,1953
"12915",22990,1424,"IE",2,49,620,19,40,5,150,0,2,1,2,0,2,3,5,1968
"12916",22993,1427,"IE",2,50,423,13,20,5,30,0,4,9,2,2,4,4,1,1967
"12917",22994,1430,"IE",2,48,620,20,60,5,120,3,2,3,1,3,3,4,5,1969
"12918",22995,1431,"IE",1,64,313,11,60,5,135,2,6,4,0,0,4,7,5,1952
"12919",22997,1433,"IE",1,39,520,17,90,5,50,7,8,10,5,4,6,8,3,1978
"12920",22998,1434,"IE",1,48,520,17,60,5,60,7,5,4,4,3,3,7,4,1969
"12921",22999,1436,"IE",1,52,520,17,360,5,300,0,1,1,0,1,2,3,1,1965
"12922",23002,1446,"IE",1,50,321,12,30,4,30,2,3,4,2,1,1,2,5,1967
"12923",23004,1448,"IE",2,62,321,13,45,4,90,3,3,5,4,4,5,5,5,1955
"12924",23005,1450,"IE",1,35,321,13,20,5,180,7,7,7,6,5,8,9,7,1982
"12925",23006,1451,"IE",1,73,423,14,120,5,60,7,8,8,5,5,7,8,5,1944
"12926",23007,1452,"IE",2,41,720,19,105,5,720,3,7,7,3,3,3,5,3,1976
"12927",23009,1454,"IE",2,47,620,16,60,5,300,8,8,9,5,5,7,7,10,1970
"12928",23010,1456,"IE",2,44,620,18,30,5,120,0,6,8,0,0,1,8,4,1973
"12929",23011,1458,"IE",2,25,620,19,25,5,150,3,6,6,2,2,6,5,5,1992
"12930",23012,1460,"IE",2,31,422,14,20,5,90,4,3,7,2,3,7,7,5,1986
"12931",23015,1465,"IE",2,25,720,17,75,5,240,3,2,6,1,1,0,4,5,1992
"12932",23017,1467,"IE",2,39,620,19,10,5,420,3,4,6,4,2,6,6,4,1978
"12933",23018,1470,"IE",2,60,113,18,30,5,60,0,3,5,0,1,2,1,4,1957
"12934",23019,1473,"IE",2,42,620,19,15,4,60,6,8,8,4,5,5,5,5,1975
"12935",23021,1477,"IE",1,59,620,17,180,5,60,5,7,7,4,3,3,5,6,1958
"12936",23022,1478,"IE",1,46,321,13,30,5,60,3,2,4,1,1,1,2,7,1971
"12937",23024,1483,"IE",1,19,213,13,90,5,240,2,4,5,3,3,4,5,4,1998
"12938",23026,1485,"IE",1,29,720,20,45,5,540,6,7,9,7,7,7,10,5,1988
"12939",23027,1491,"IE",2,69,113,9,0,4,60,6,5,7,6,6,5,6,5,1948
"12940",23028,1493,"IE",2,58,720,25,60,5,60,4,8,8,5,5,8,8,7,1959
"12941",23029,1494,"IE",2,54,620,25,180,5,50,3,1,2,2,2,4,4,6,1963
"12942",23032,1500,"IE",1,26,620,17,30,5,90,5,6,7,4,5,7,4,3,1991
"12943",23033,1508,"IE",1,73,113,10,180,5,600,0,0,3,0,0,5,2,0,1943
"12944",23034,1509,"IE",1,59,313,12,150,5,60,5,5,5,3,3,2,2,4,1958
"12945",23035,1510,"IE",1,49,421,15,60,5,60,7,8,9,7,7,8,9,5,1968
"12946",23037,1517,"IE",2,60,313,13,100,5,300,6,7,7,6,6,6,7,8,1957
"12947",23038,1519,"IE",1,35,720,20,90,5,300,4,6,8,6,4,6,6,4,1982
"12948",23041,1522,"IE",1,52,423,18,180,5,240,0,0,0,0,0,2,3,3,1965
"12949",23042,1523,"IE",2,51,620,18,30,5,240,5,4,7,5,5,5,5,5,1966
"12950",23043,1524,"IE",2,53,620,18,60,5,120,6,6,7,7,4,5,5,5,1964
"12951",23048,1534,"IE",2,52,620,17,120,5,240,1,1,1,1,0,1,3,1,1965
"12952",23049,1536,"IE",1,59,800,20,60,5,360,7,7,8,5,3,3,4,5,1958
"12953",23051,1542,"IE",1,62,800,21,120,4,120,4,5,6,3,5,6,5,6,1955
"12954",23054,1547,"IE",1,19,313,15,15,5,180,2,2,2,3,4,5,3,2,1998
"12955",23056,1552,"IE",1,34,720,17,30,5,60,4,7,3,3,4,6,7,3,1983
"12956",23058,1555,"IE",2,55,720,17,60,5,60,5,5,2,4,4,5,5,7,1962
"12957",23062,1559,"IE",1,45,213,13,30,5,15,1,2,7,5,1,5,5,5,1972
"12958",23067,1568,"IE",1,47,520,14,30,5,120,3,5,5,4,4,5,5,7,1970
"12959",23068,1569,"IE",1,48,520,16,10,5,120,2,3,4,3,2,1,3,0,1969
"12960",23074,1578,"IE",2,32,620,19,60,5,45,4,4,8,5,5,3,9,5,1985
"12961",23075,1579,"IE",1,60,113,18,30,5,60,4,4,6,4,4,5,7,5,1957
"12962",23078,1583,"IE",1,19,720,15,0,4,10,0,3,3,0,0,3,0,0,1998
"12963",23079,1584,"IE",2,41,720,18,15,5,600,4,7,7,4,3,6,7,4,1976
"12964",23088,1599,"IE",2,48,313,16,10,5,30,5,5,9,4,4,7,7,5,1969
"12965",23092,1616,"IE",1,42,313,14,20,5,120,5,5,5,5,5,4,4,5,1975
"12966",23093,1618,"IE",2,54,113,19,0,5,120,6,7,10,5,5,5,8,5,1963
"12967",23094,1620,"IE",2,27,620,16,50,5,180,6,4,8,7,4,6,5,5,1990
"12968",23098,1627,"IE",1,67,222,14,60,5,180,7,7,8,6,6,5,8,7,1950
"12969",23109,1641,"IE",1,60,213,11,90,5,60,0,0,0,0,0,0,0,0,1956
"12970",23110,1643,"IE",1,64,620,18,195,4,60,2,3,3,3,2,3,3,9,1952
"12971",23111,1645,"IE",2,24,620,15,45,5,372,3,4,6,2,2,4,6,4,1992
"12972",23112,1654,"IE",1,63,423,14,120,5,180,6,5,6,4,4,4,4,4,1954
"12973",23113,1656,"IE",2,45,422,15,60,5,20,0,2,5,1,3,4,5,5,1972
"12974",23114,1657,"IE",2,47,720,21,90,5,120,3,4,4,3,3,5,5,5,1970
"12975",23116,1666,"IE",2,70,620,17,60,5,120,5,7,8,4,4,8,7,5,1947
"12976",23117,1668,"IE",1,49,321,12,10,5,720,0,0,2,0,1,0,1,9,1968
"12977",23122,1675,"IE",1,41,620,20,0,5,180,7,8,7,5,6,4,5,8,1976
"12978",23123,1677,"IE",1,35,520,18,27,5,120,7,7,8,4,7,7,7,9,1982
"12979",23124,1680,"IE",2,36,520,20,15,5,180,6,7,7,7,8,8,7,2,1981
"12980",23125,1682,"IE",2,41,213,11,60,5,150,0,0,0,0,4,1,0,5,1976
"12981",23130,1690,"IE",2,41,620,17,20,5,120,1,9,8,5,4,4,5,7,1976
"12982",23134,1713,"IE",2,33,520,18,15,5,360,8,6,6,6,6,7,8,4,1984
"12983",23136,1723,"IE",1,28,620,16,40,5,210,7,8,5,6,7,5,7,7,1989
"12984",23137,1725,"IE",2,33,520,15,45,5,168,7,8,8,8,7,7,7,8,1984
"12985",23139,1732,"IE",2,52,313,12,30,5,180,5,7,6,6,7,7,8,8,1965
"12986",23141,1735,"IE",1,30,620,16,45,5,240,6,8,7,7,6,6,7,4,1987
"12987",23142,1736,"IE",1,75,520,16,60,5,150,5,5,5,5,5,5,5,4,1942
"12988",23143,1737,"IE",1,32,321,12,0,5,150,8,7,8,8,8,8,7,7,1985
"12989",23145,1740,"IE",1,30,321,12,60,5,90,7,5,5,5,7,8,6,4,1987
"12990",23146,1741,"IE",1,48,321,12,30,5,180,5,5,10,2,2,6,10,7,1969
"12991",23147,1743,"IE",2,47,520,14,0,5,120,6,7,7,4,3,8,9,4,1970
"12992",23148,1747,"IE",1,41,423,14,0,5,120,6,6,6,4,3,8,7,4,1976
"12993",23149,1748,"IE",1,30,313,12,0,5,120,4,5,6,2,2,8,8,5,1987
"12994",23150,1749,"IE",1,30,720,16,120,5,360,7,6,5,3,4,6,7,3,1987
"12995",23151,1750,"IE",1,29,720,18,0,5,150,4,4,4,4,7,5,7,3,1988
"12996",23153,1753,"IE",1,36,520,20,30,5,180,5,6,4,3,4,5,7,2,1981
"12997",23154,1755,"IE",1,54,720,23,60,5,360,8,4,4,6,6,7,3,4,1963
"12998",23155,1756,"IE",1,31,620,18,120,5,360,4,4,5,3,4,4,4,4,1986
"12999",23156,1758,"IE",2,46,213,15,60,4,120,1,3,5,4,1,7,7,10,1971
"13000",23157,1759,"IE",2,42,720,16,0,5,180,3,6,5,7,8,7,8,4,1975
"13001",23158,1761,"IE",2,56,313,13,180,5,10,0,0,7,0,0,8,10,3,1961
"13002",23159,1765,"IE",2,69,313,18,120,4,60,6,8,6,5,5,4,6,7,1948
"13003",23160,1768,"IE",2,36,620,20,15,5,120,7,8,8,5,6,7,8,3,1981
"13004",23164,1780,"IE",2,52,222,15,60,4,240,4,0,0,2,0,3,6,5,1965
"13005",23165,1782,"IE",1,38,520,17,150,5,90,4,7,7,4,6,4,9,7,1979
"13006",23167,1792,"IE",2,31,620,18,60,5,60,7,8,7,8,3,4,5,5,1986
"13007",23168,1794,"IE",1,43,720,20,150,5,480,5,8,6,5,5,6,6,5,1974
"13008",23169,1795,"IE",2,48,620,15,60,5,720,3,4,3,0,0,5,4,4,1969
"13009",23171,1799,"IE",2,42,422,14,0,5,240,5,7,7,5,5,6,6,5,1975
"13010",23172,1800,"IE",1,48,720,18,60,5,360,3,2,2,2,5,6,7,7,1969
"13011",23173,1801,"IE",1,64,321,12,90,5,120,3,6,3,1,1,1,5,6,1953
"13012",23174,1804,"IE",2,52,422,13,60,5,240,7,5,7,4,4,8,9,7,1965
"13013",23175,1806,"IE",1,40,720,18,60,5,60,2,2,4,7,1,3,4,7,1977
"13014",23176,1808,"IE",2,62,321,13,30,4,120,5,8,8,0,0,2,4,5,1955
"13015",23177,1809,"IE",2,50,213,12,60,5,180,3,6,6,2,2,5,7,3,1967
"13016",23178,1810,"IE",1,45,620,16,10,5,60,7,7,8,6,7,7,6,5,1972
"13017",23179,1811,"IE",2,48,620,15,60,5,360,7,5,6,4,6,7,7,5,1969
"13018",23180,1812,"IE",2,47,423,15,30,4,120,7,6,6,4,5,7,7,4,1970
"13019",23182,1815,"IE",2,38,422,14,15,5,180,0,0,2,0,0,1,1,5,1979
"13020",23183,1816,"IE",1,44,520,38,60,5,300,2,1,2,2,2,2,6,5,1973
