"","X","idno","cntry","gndr","agea","edulvlb","eduyrs","nwspol","netusoft","netustm","trstprl","trstlgl","trstplc","trstplt","trstprt","trstep","trstun","lrscale","yrbrn"
"12424",21833,6004,"HU",1,36,313,12,15,5,180,5,7,7,3,3,5,5,2,1981
"12425",21834,6009,"HU",2,30,313,12,15,5,210,5,5,5,5,5,5,5,7,1987
"12426",21835,6010,"HU",1,26,313,12,5,5,120,5,5,5,5,5,5,5,5,1991
"12427",21836,6014,"HU",1,35,313,12,15,5,120,7,7,7,5,5,7,7,8,1982
"12428",21838,6016,"HU",2,23,313,13,20,5,180,5,5,5,5,5,5,5,3,1994
"12429",21839,6017,"HU",2,41,610,16,15,4,90,6,7,7,4,4,5,5,0,1976
"12430",21840,6019,"HU",2,29,800,17,30,5,120,7,8,7,4,4,6,6,2,1988
"12431",21841,6020,"HU",1,34,610,16,30,5,360,5,5,6,4,4,6,6,0,1983
"12432",21842,6021,"HU",1,46,323,12,15,5,120,5,5,5,5,5,5,5,0,1971
"12433",21844,6028,"HU",1,27,313,12,60,5,360,4,7,9,3,2,5,4,2,1990
"12434",21845,6032,"HU",1,57,313,12,45,5,240,4,3,10,2,3,2,3,10,1960
"12435",21848,6039,"HU",1,62,313,12,70,5,300,6,7,7,7,7,7,7,10,1955
"12436",21850,6041,"HU",1,34,313,12,60,5,420,5,6,7,6,6,5,7,4,1983
"12437",21852,6047,"HU",1,29,313,12,45,5,480,4,5,8,6,6,5,6,0,1988
"12438",21855,6064,"HU",1,35,313,12,60,5,270,8,7,10,3,3,7,9,1,1982
"12439",21856,6066,"HU",1,67,313,13,70,5,180,4,4,10,2,2,7,8,0,1950
"12440",21857,6071,"HU",2,42,313,12,60,5,600,6,7,9,8,7,7,8,10,1975
"12441",21858,6073,"HU",1,47,313,13,20,5,240,3,3,5,3,3,3,2,4,1970
"12442",21860,6077,"HU",2,67,313,16,45,5,60,2,5,6,3,2,5,5,3,1950
"12443",21862,6079,"HU",2,60,610,16,30,4,60,6,6,6,6,6,5,6,7,1957
"12444",21864,6088,"HU",2,48,423,14,60,5,105,2,3,4,3,3,3,5,7,1969
"12445",21871,6100,"HU",2,46,423,13,80,4,165,7,9,9,7,7,7,7,8,1971
"12446",21883,6124,"HU",1,68,321,11,180,5,300,7,7,8,8,8,2,2,8,1949
"12447",21886,6128,"HU",2,29,313,12,180,5,180,1,2,3,0,2,4,4,10,1988
"12448",21888,6132,"HU",2,38,313,12,60,5,150,4,4,7,2,3,3,7,6,1979
"12449",21889,6133,"HU",1,46,323,12,60,5,180,5,5,7,3,2,1,1,7,1971
"12450",21890,6134,"HU",2,47,321,11,60,5,90,3,5,7,0,0,0,3,4,1970
"12451",21891,6136,"HU",2,36,313,13,210,5,180,5,6,7,4,4,5,6,8,1981
"12452",21892,6137,"HU",2,61,313,12,60,5,120,4,4,7,0,0,0,0,6,1956
"12453",21893,6139,"HU",1,62,321,11,120,5,120,4,5,5,3,3,0,6,7,1955
"12454",21898,6157,"HU",1,36,313,12,15,5,150,6,6,6,6,6,6,6,5,1981
"12455",21905,6171,"HU",2,51,313,13,30,5,210,3,3,3,3,3,3,3,5,1966
"12456",21907,6177,"HU",2,40,423,14,90,5,120,4,5,5,1,0,6,6,5,1977
"12457",21908,6178,"HU",2,39,423,13,90,5,120,4,6,3,4,4,6,6,5,1978
"12458",21909,6180,"HU",1,25,520,14,60,5,170,4,7,4,4,4,7,7,6,1992
"12459",21910,6181,"HU",2,47,313,13,50,4,110,6,7,6,5,4,6,6,5,1970
"12460",21912,6183,"HU",2,67,720,17,110,4,110,5,6,4,5,4,6,6,6,1950
"12461",21913,6185,"HU",2,19,213,12,40,5,180,5,8,6,6,5,7,7,4,1998
"12462",21916,6189,"HU",1,60,423,13,90,4,140,4,6,7,4,4,6,7,3,1957
"12463",21917,6190,"HU",1,40,321,10,90,4,110,5,6,6,5,5,5,4,6,1977
"12464",21919,6193,"HU",1,56,710,16,90,5,160,4,5,4,3,2,7,7,3,1961
"12465",21920,6195,"HU",2,33,423,13,100,5,140,4,6,5,3,3,6,7,5,1984
"12466",21921,6196,"HU",1,23,423,16,40,5,230,4,6,5,4,3,7,8,5,1994
"12467",21922,6197,"HU",2,56,610,15,90,4,90,6,5,6,4,4,5,6,5,1961
"12468",21924,6199,"HU",2,41,323,12,90,4,140,4,6,4,3,2,6,7,4,1976
"12469",21925,6200,"HU",2,23,423,17,110,5,180,6,7,4,5,5,8,7,4,1994
"12470",21926,6202,"HU",2,42,313,12,270,4,90,6,5,3,2,2,7,8,3,1975
"12471",21927,6203,"HU",2,45,610,15,80,5,120,4,5,4,2,2,6,7,3,1972
"12472",21933,6210,"HU",2,52,720,17,60,5,180,4,6,5,4,3,7,7,4,1965
"12473",21934,6211,"HU",2,30,720,18,180,5,180,5,8,6,5,5,7,8,5,1987
"12474",21936,6213,"HU",2,22,423,13,60,5,160,6,7,5,4,4,6,7,4,1995
"12475",21937,6214,"HU",2,45,323,13,100,4,120,4,5,6,3,4,6,5,6,1972
"12476",21939,6216,"HU",1,41,423,13,80,5,150,4,6,5,4,3,6,7,4,1976
"12477",21940,6217,"HU",2,49,720,18,100,5,180,6,7,7,6,6,6,7,6,1968
"12478",21942,6219,"HU",1,62,321,12,60,4,90,4,5,6,6,6,7,6,3,1955
"12479",21943,6220,"HU",1,27,720,17,60,5,180,6,7,5,5,4,6,7,6,1990
"12480",21944,6221,"HU",1,66,610,15,80,4,110,6,7,6,5,5,6,7,6,1951
"12481",21947,6224,"HU",1,33,423,13,80,5,150,3,6,4,2,3,6,7,5,1984
"12482",21948,6225,"HU",2,71,323,12,50,4,100,4,6,4,4,3,6,7,4,1946
"12483",21949,6226,"HU",2,54,323,12,80,4,90,6,7,7,5,4,4,3,6,1963
"12484",21950,6229,"HU",1,49,720,18,105,5,150,5,6,5,5,4,7,8,4,1968
"12485",21951,6230,"HU",1,20,213,13,40,5,160,4,6,3,5,5,6,7,5,1997
"12486",21952,6231,"HU",1,55,423,14,60,5,120,5,7,6,4,4,6,7,4,1962
"12487",21953,6232,"HU",2,41,610,15,110,5,120,4,6,6,5,7,6,8,3,1976
"12488",21954,8002,"HU",1,37,321,10,60,5,360,5,6,7,7,5,4,4,8,1980
"12489",21955,8005,"HU",1,23,321,11,60,5,300,8,8,8,8,8,4,4,9,1994
"12490",21956,8007,"HU",2,43,313,12,120,5,300,7,8,7,8,7,3,3,8,1974
"12491",21958,8015,"HU",2,36,610,16,30,5,60,3,3,4,2,2,3,3,5,1981
"12492",21960,8018,"HU",2,37,321,11,120,5,300,6,6,6,6,6,3,3,8,1980
"12493",21961,8019,"HU",1,32,321,11,60,5,300,8,7,8,5,5,3,2,8,1985
"12494",21962,8022,"HU",1,42,313,12,30,5,720,10,10,10,10,10,10,10,10,1975
"12495",21963,8026,"HU",2,47,313,12,0,5,600,10,10,10,10,10,10,10,10,1970
"12496",21964,8029,"HU",2,32,610,16,0,5,720,10,10,10,10,10,10,10,9,1985
"12497",21965,8030,"HU",1,36,313,13,30,5,720,10,10,10,10,10,10,10,10,1981
"12498",21966,8031,"HU",1,32,313,12,60,5,600,10,10,10,10,10,8,8,10,1985
"12499",21967,8036,"HU",2,28,313,13,0,5,600,2,8,8,2,1,1,4,5,1989
"12500",21968,1,"IE",1,65,113,11,60,4,30,4,5,5,5,6,5,6,6,1951
"12501",21976,9,"IE",2,25,313,12,30,5,120,5,6,7,7,3,2,3,8,1992
"12502",21991,25,"IE",2,24,222,12,0,5,180,3,5,6,4,5,7,3,6,1993
"12503",21992,26,"IE",1,57,313,13,0,5,240,7,6,6,7,6,5,6,5,1960
"12504",21996,30,"IE",1,44,229,12,90,5,90,7,6,7,6,5,5,3,2,1973
"12505",21997,32,"IE",2,25,520,12,0,5,300,10,10,10,5,0,10,10,6,1992
"12506",22000,38,"IE",2,51,423,15,90,5,60,3,4,7,6,6,6,6,6,1966
"12507",22001,40,"IE",2,66,113,12,60,5,90,3,5,4,3,3,4,8,5,1951
"12508",22002,41,"IE",2,50,222,14,60,5,60,5,7,7,6,7,6,3,8,1967
"12509",22004,43,"IE",1,61,313,15,0,5,120,6,6,8,4,3,6,5,0,1956
"12510",22010,49,"IE",1,55,229,15,90,5,60,7,6,6,6,6,2,2,8,1962
"12511",22013,53,"IE",1,35,213,12,60,5,215,5,7,8,5,6,3,5,5,1982
"12512",22014,54,"IE",1,40,313,12,80,5,265,7,5,4,6,5,7,8,5,1977
"12513",22017,59,"IE",1,31,213,12,155,5,385,5,2,5,4,6,5,7,6,1986
"12514",22018,60,"IE",1,56,423,14,145,5,265,3,4,6,4,6,4,6,6,1961
"12515",22019,61,"IE",2,52,421,12,95,5,175,3,5,6,2,4,8,7,5,1965
"12516",22020,62,"IE",1,36,520,16,265,5,320,8,7,8,5,7,8,7,2,1981
"12517",22021,63,"IE",2,38,213,12,200,5,130,2,5,5,2,3,2,2,6,1979
"12518",22022,65,"IE",2,19,520,16,70,5,380,3,4,3,2,5,6,5,5,1998
"12519",22023,67,"IE",2,22,520,14,70,5,140,5,6,7,5,6,5,6,6,1995
"12520",22024,69,"IE",2,38,620,18,70,5,85,3,8,3,3,4,4,3,5,1979
"12521",22025,70,"IE",1,26,313,14,70,5,250,8,7,8,6,6,7,6,4,1991
"12522",22026,72,"IE",1,20,321,14,145,5,290,6,8,7,4,5,7,6,5,1997
"12523",22027,74,"IE",1,21,520,16,265,5,125,5,8,9,3,5,5,5,5,1995
"12524",22028,75,"IE",2,23,520,19,80,5,140,5,6,8,5,5,7,8,2,1993
"12525",22029,76,"IE",1,22,313,14,155,5,720,7,8,7,8,4,8,9,5,1994
"12526",22031,82,"IE",1,59,229,14,20,4,30,8,8,7,4,4,6,3,4,1958
"12527",22033,84,"IE",1,45,213,12,0,5,60,2,3,7,0,1,2,2,5,1972
"12528",22037,88,"IE",1,39,213,11,0,5,210,6,6,7,7,7,3,5,5,1978
"12529",22040,91,"IE",2,72,113,8,140,5,240,4,6,7,5,4,6,7,5,1945
"12530",22041,92,"IE",1,53,213,12,240,4,160,5,7,8,2,5,7,8,8,1964
"12531",22043,94,"IE",1,27,620,20,60,5,720,5,7,8,3,3,2,7,5,1989
"12532",22044,95,"IE",2,43,321,16,165,5,205,2,4,5,6,4,6,8,5,1974
"12533",22045,96,"IE",1,40,229,12,320,5,445,4,5,8,2,3,4,6,6,1976
"12534",22047,99,"IE",1,52,213,12,180,5,80,1,3,4,1,3,5,5,1,1964
"12535",22052,105,"IE",1,55,222,12,30,5,180,6,5,7,6,6,5,5,0,1962
"12536",22060,113,"IE",1,52,222,12,0,4,60,5,6,6,3,4,6,4,6,1965
"12537",22063,116,"IE",1,70,213,11,90,4,60,6,5,8,7,6,6,7,5,1947
"12538",22065,118,"IE",1,45,213,12,90,5,300,2,2,2,2,4,2,3,4,1972
"12539",22066,119,"IE",1,47,321,13,120,5,90,3,6,4,8,6,6,6,10,1970
"12540",22068,122,"IE",2,50,520,15,60,5,300,5,7,8,5,5,7,5,5,1967
"12541",22070,125,"IE",2,55,620,17,120,5,360,5,5,7,6,5,5,7,5,1962
"12542",22071,126,"IE",1,34,313,11,30,4,60,6,7,7,5,6,6,7,4,1983
"12543",22073,128,"IE",1,47,520,17,60,5,360,8,3,7,6,7,5,8,1,1970
"12544",22074,131,"IE",1,41,213,12,90,4,180,4,7,5,7,6,6,8,5,1976
"12545",22076,133,"IE",1,71,229,13,60,5,30,6,7,7,6,5,5,5,3,1946
"12546",22083,140,"IE",2,56,213,12,0,4,20,3,6,6,3,3,3,3,5,1961
"12547",22084,141,"IE",1,65,321,18,180,5,180,0,5,0,3,0,0,0,3,1952
"12548",22090,149,"IE",2,38,620,15,30,5,90,5,7,5,5,5,5,5,6,1979
"12549",22093,152,"IE",1,64,321,12,60,5,180,2,3,5,5,4,6,8,5,1953
"12550",22094,153,"IE",1,30,620,18,30,5,300,4,2,6,2,0,3,3,7,1987
"12551",22095,154,"IE",2,59,520,18,60,5,300,5,9,8,4,5,7,7,5,1958
"12552",22096,155,"IE",1,23,520,15,0,5,60,2,4,5,1,2,5,6,5,1994
"12553",22099,159,"IE",2,50,520,17,60,5,180,0,7,8,0,0,3,9,5,1967
"12554",22102,164,"IE",2,47,720,18,210,5,210,1,3,5,3,4,4,5,1,1969
"12555",22103,166,"IE",1,27,620,16,90,5,240,2,4,2,0,3,3,4,3,1989
"12556",22106,172,"IE",2,57,313,14,60,4,120,7,7,6,6,6,6,6,8,1960
"12557",22109,175,"IE",1,66,213,17,0,5,30,6,3,7,5,6,4,5,8,1951
"12558",22110,176,"IE",1,29,113,14,0,5,30,6,4,7,5,2,6,4,6,1988
"12559",22112,178,"IE",1,29,213,13,0,5,240,2,7,8,6,6,6,3,5,1988
"12560",22116,183,"IE",2,65,520,15,120,5,45,2,5,8,5,5,6,7,9,1952
"12561",22117,184,"IE",1,56,321,14,60,5,120,8,6,10,8,6,6,8,4,1961
"12562",22119,189,"IE",2,67,321,11,90,4,60,3,3,4,2,2,4,6,4,1950
"12563",22126,198,"IE",1,60,313,11,80,5,240,3,6,8,5,3,5,7,6,1957
"12564",22128,200,"IE",2,51,720,16,120,4,60,0,2,7,4,1,1,5,8,1966
"12565",22130,204,"IE",2,57,620,18,70,5,75,7,5,7,7,8,8,9,8,1960
"12566",22131,206,"IE",2,50,213,11,60,5,135,1,7,8,1,2,2,2,5,1967
"12567",22134,213,"IE",2,65,520,16,90,5,60,5,5,1,5,5,5,2,5,1952
"12568",22135,214,"IE",2,25,620,18,10,5,180,2,4,4,3,4,5,5,5,1992
"12569",22139,222,"IE",2,49,520,16,30,5,45,6,6,5,4,4,5,6,8,1968
"12570",22140,223,"IE",2,69,520,15,60,5,60,6,8,10,0,0,6,10,10,1948
"12571",22145,230,"IE",1,71,720,21,60,5,30,5,8,8,2,3,4,5,10,1946
"12572",22150,235,"IE",2,46,720,20,30,5,120,5,7,7,5,5,7,8,5,1971
"12573",22151,236,"IE",1,64,720,18,30,5,90,8,9,8,7,7,7,7,4,1953
"12574",22156,242,"IE",2,32,313,14,10,5,120,2,2,8,5,5,5,5,0,1985
"12575",22158,245,"IE",2,34,213,12,30,5,300,0,0,5,9,10,0,10,0,1983
"12576",22159,246,"IE",2,71,620,16,60,5,120,5,5,5,5,5,7,7,4,1946
"12577",22160,247,"IE",1,33,620,22,0,5,360,2,4,6,1,1,2,4,4,1984
"12578",22162,250,"IE",2,41,620,18,20,5,90,5,8,8,5,3,3,7,8,1976
"12579",22165,253,"IE",1,20,313,15,30,5,180,5,5,8,5,5,4,6,10,1997
"12580",22166,254,"IE",1,28,620,16,45,5,480,4,6,6,3,3,4,5,4,1989
"12581",22167,255,"IE",2,55,0,18,15,5,60,0,0,0,0,0,0,10,0,1962
"12582",22168,257,"IE",1,22,313,17,20,5,120,7,7,9,5,5,7,7,10,1995
"12583",22169,258,"IE",1,31,720,16,30,5,30,6,5,6,3,3,5,5,0,1986
"12584",22170,260,"IE",2,19,313,15,120,5,180,7,8,7,6,6,8,8,10,1998
"12585",22173,263,"IE",2,47,620,22,60,5,300,6,5,8,6,6,7,8,10,1970
"12586",22175,265,"IE",1,46,213,12,25,4,240,2,0,5,3,0,0,2,0,1971
"12587",22177,268,"IE",1,71,620,16,60,5,45,8,10,8,8,8,0,5,6,1946
"12588",22178,273,"IE",2,34,720,17,60,5,210,8,7,2,5,0,4,4,5,1983
"12589",22180,276,"IE",2,46,620,18,60,5,210,2,8,8,8,5,5,7,10,1971
"12590",22181,277,"IE",1,23,520,14,150,5,480,9,6,2,6,5,3,6,6,1994
"12591",22183,279,"IE",2,36,520,16,60,5,120,3,7,7,1,1,6,7,5,1981
"12592",22184,281,"IE",1,66,222,11,30,5,180,1,3,3,0,0,1,4,2,1951
"12593",22187,284,"IE",1,40,313,13,15,5,30,10,5,5,7,8,4,6,0,1977
"12594",22189,286,"IE",2,40,520,16,60,5,120,2,7,7,0,0,5,0,0,1977
"12595",22191,288,"IE",2,71,113,10,210,5,150,0,0,0,0,0,0,0,5,1946
"12596",22192,289,"IE",1,55,213,11,15,5,240,4,3,3,4,5,5,6,10,1962
"12597",22195,292,"IE",1,44,113,10,15,4,180,5,5,6,9,5,0,0,10,1973
"12598",22200,301,"IE",2,65,313,16,45,5,120,3,5,7,3,3,4,5,6,1951
"12599",22201,302,"IE",1,46,620,17,90,4,60,7,8,8,4,4,4,5,5,1970
"12600",22204,307,"IE",2,51,423,15,30,4,40,4,7,8,5,4,5,7,5,1965
"12601",22214,322,"IE",1,44,313,12,5,4,60,7,7,7,5,5,5,7,10,1972
"12602",22216,324,"IE",2,71,113,10,70,5,60,0,10,10,0,0,6,10,10,1945
"12603",22217,325,"IE",1,59,313,15,15,4,60,7,7,6,5,5,6,7,5,1957
"12604",22218,326,"IE",2,49,520,18,45,5,180,6,5,5,5,5,6,10,10,1968
"12605",22219,327,"IE",2,73,520,15,10,5,60,6,5,10,4,2,5,9,10,1943
"12606",22222,330,"IE",2,66,520,15,90,5,240,5,4,8,3,2,3,4,10,1951
"12607",22223,331,"IE",1,69,620,13,60,5,300,1,3,3,0,0,4,3,3,1948
"12608",22226,334,"IE",2,39,520,16,180,5,120,0,3,5,0,2,3,7,5,1977
"12609",22227,335,"IE",2,65,520,18,105,5,60,5,6,7,5,3,2,5,5,1951
"12610",22229,337,"IE",2,51,520,13,20,4,240,0,5,8,0,3,4,6,5,1966
"12611",22230,338,"IE",2,58,620,17,30,5,180,4,7,5,2,2,7,9,4,1959
"12612",22237,347,"IE",2,46,423,14,60,5,60,4,4,6,2,2,4,5,4,1970
"12613",22238,348,"IE",2,70,423,11,80,5,70,6,5,6,4,5,3,6,5,1947
"12614",22243,354,"IE",1,40,313,14,30,5,60,5,5,6,0,5,4,5,10,1977
"12615",22249,363,"IE",2,53,423,13,30,5,60,3,3,5,3,3,3,3,4,1964
"12616",22254,371,"IE",1,20,313,14,30,5,150,5,3,3,1,1,0,1,0,1996
"12617",22255,372,"IE",2,59,520,13,60,5,180,7,6,5,6,5,5,6,7,1958
"12618",22257,374,"IE",1,56,421,15,120,4,60,2,0,1,2,3,3,3,2,1960
"12619",22259,376,"IE",1,55,520,18,30,4,20,7,8,8,7,6,6,5,5,1962
"12620",22262,383,"IE",2,27,620,18,0,5,570,1,5,8,0,0,1,3,9,1989
"12621",22263,384,"IE",2,48,520,18,60,5,390,5,5,7,5,5,6,5,8,1968
"12622",22267,390,"IE",1,19,520,14,20,5,180,5,6,4,4,2,2,5,2,1997
"12623",22269,394,"IE",1,33,313,13,20,5,180,7,7,8,6,6,7,8,4,1983
"12624",22271,396,"IE",1,28,620,18,30,5,270,5,5,8,6,4,4,5,5,1988
"12625",22274,401,"IE",2,47,313,14,60,5,540,7,6,4,5,5,7,7,5,1970
"12626",22275,402,"IE",1,66,520,18,30,5,30,2,0,0,6,5,6,5,6,1951
"12627",22276,403,"IE",1,47,313,14,150,5,300,3,4,4,2,2,5,8,5,1970
"12628",22279,409,"IE",1,45,720,17,60,5,480,7,9,9,7,6,7,8,3,1971
"12629",22280,410,"IE",1,40,520,13,60,5,180,3,1,5,1,2,4,4,2,1977
"12630",22281,411,"IE",1,31,113,13,150,5,180,5,8,9,5,8,7,9,5,1986
"12631",22282,414,"IE",1,44,421,17,30,5,180,6,8,8,7,5,4,8,5,1973
"12632",22286,418,"IE",2,52,620,16,30,5,120,5,7,9,3,3,5,8,5,1965
"12633",22287,419,"IE",1,49,422,15,90,5,180,3,4,8,6,4,4,6,4,1968
"12634",22288,421,"IE",2,34,520,17,60,4,120,7,9,9,8,9,9,8,7,1983
"12635",22291,425,"IE",1,27,620,18,60,5,120,4,6,6,2,2,8,7,3,1990
"12636",22292,426,"IE",1,59,113,17,60,4,90,6,7,6,5,5,6,7,3,1958
"12637",22293,428,"IE",2,31,520,17,30,5,300,4,7,9,3,3,5,5,5,1986
"12638",22297,432,"IE",2,45,313,12,320,5,210,6,3,6,8,4,3,4,6,1972
"12639",22302,437,"IE",1,47,423,15,150,5,210,5,6,7,5,7,4,5,6,1970
"12640",22303,438,"IE",2,39,620,15,10,5,130,7,6,3,5,5,8,8,5,1978
"12641",22305,440,"IE",2,47,620,15,90,5,150,3,3,4,2,3,6,5,6,1970
"12642",22306,441,"IE",2,66,520,20,90,5,120,0,0,5,0,0,0,0,10,1951
"12643",22307,442,"IE",1,49,421,12,30,5,180,4,8,8,6,6,6,7,7,1968
"12644",22308,443,"IE",1,64,720,20,60,5,480,10,10,10,10,10,10,10,6,1953
"12645",22313,448,"IE",2,65,113,13,90,4,20,5,0,5,7,7,9,9,10,1952
"12646",22314,449,"IE",2,47,520,18,20,5,60,2,9,9,1,1,3,8,7,1970
"12647",22318,454,"IE",2,60,520,15,60,5,150,4,2,9,5,5,4,8,8,1957
"12648",22319,455,"IE",2,61,520,16,30,5,150,5,8,9,4,4,7,9,5,1956
"12649",22324,463,"IE",2,45,423,18,90,5,210,7,3,6,4,3,5,7,2,1972
"12650",22325,464,"IE",2,52,520,16,120,5,480,7,10,9,6,6,7,9,6,1965
"12651",22326,465,"IE",1,55,213,11,90,5,300,2,8,5,2,2,4,7,7,1962
"12652",22335,476,"IE",2,56,620,20,60,5,90,4,7,3,4,3,4,5,4,1961
"12653",22336,477,"IE",1,53,213,11,60,5,120,5,4,6,0,0,0,5,6,1964
"12654",22339,481,"IE",2,61,520,17,90,5,60,0,3,3,2,2,2,3,4,1956
"12655",22342,485,"IE",1,21,313,13,30,5,240,5,4,7,4,3,5,6,4,1996
"12656",22357,502,"IE",2,63,321,12,295,4,90,1,1,2,0,0,3,7,5,1954
"12657",22362,509,"IE",1,67,113,11,15,4,30,5,5,0,0,0,8,7,10,1950
"12658",22363,510,"IE",1,44,321,14,180,4,30,0,2,2,0,0,5,5,5,1973
"12659",22364,511,"IE",1,58,229,14,120,4,60,7,5,7,5,5,5,7,5,1959
"12660",22365,512,"IE",1,19,213,14,0,5,60,7,6,5,5,5,5,7,5,1998
"12661",22366,513,"IE",1,49,213,12,30,5,60,3,3,0,3,2,0,2,2,1968
"12662",22367,514,"IE",1,66,421,15,60,5,120,0,3,3,5,3,5,5,5,1951
"12663",22368,515,"IE",1,56,620,18,60,5,180,7,6,7,5,5,6,6,8,1961
"12664",22369,516,"IE",1,36,321,14,120,5,60,3,2,0,2,2,0,5,0,1981
"12665",22371,518,"IE",1,36,313,14,20,5,90,5,7,7,5,5,5,5,5,1981
"12666",22372,519,"IE",2,49,422,15,30,5,180,7,7,7,5,6,6,6,3,1968
"12667",22373,520,"IE",2,22,321,16,0,5,120,5,6,8,5,5,5,5,5,1995
"12668",22377,525,"IE",2,59,313,14,60,4,90,3,8,2,3,1,7,8,10,1958
"12669",22379,527,"IE",2,48,321,14,30,5,210,1,6,2,0,0,5,5,0,1969
"12670",22380,528,"IE",2,59,313,14,60,5,90,1,5,5,3,3,5,8,5,1958
"12671",22381,529,"IE",2,50,321,14,70,5,30,2,5,2,0,0,7,8,5,1967
"12672",22386,535,"IE",2,71,520,18,240,4,60,3,4,0,0,0,5,5,7,1946
"12673",22388,537,"IE",1,58,422,16,80,5,240,3,6,1,1,1,5,4,10,1959
"12674",22391,540,"IE",2,56,520,16,120,5,60,3,5,1,1,1,5,4,9,1961
"12675",22393,543,"IE",2,53,720,20,30,5,180,2,0,2,2,0,0,2,6,1964
"12676",22395,546,"IE",2,31,720,18,0,5,270,6,8,8,5,5,7,8,5,1986
"12677",22399,551,"IE",1,46,321,14,30,5,60,6,7,9,7,7,5,6,4,1971
"12678",22404,561,"IE",1,41,720,18,30,5,120,6,6,5,4,4,5,6,2,1976
"12679",22405,562,"IE",2,61,720,25,45,5,30,5,4,8,6,5,5,6,6,1956
"12680",22408,567,"IE",2,27,720,19,10,5,480,7,7,6,8,7,9,10,8,1990
"12681",22410,569,"IE",2,29,520,16,0,5,600,0,0,0,0,0,0,0,5,1988
"12682",22413,574,"IE",1,52,321,14,30,5,90,1,5,5,0,1,4,5,5,1965
"12683",22415,576,"IE",2,60,520,17,60,5,120,4,7,2,4,5,4,3,5,1957
"12684",22418,580,"IE",2,63,620,15,30,5,420,0,8,5,4,4,2,0,9,1954
"12685",22419,581,"IE",1,42,222,12,0,5,0,4,5,6,2,1,3,2,4,1975
"12686",22426,588,"IE",1,38,213,11,0,4,60,2,2,4,2,3,2,5,0,1979
"12687",22428,590,"IE",1,37,229,14,90,4,90,5,6,3,7,5,5,6,5,1980
"12688",22436,606,"IE",2,43,620,20,2,5,120,6,6,6,6,6,7,7,5,1974
"12689",22440,612,"IE",2,37,520,16,20,5,180,2,4,7,2,2,4,5,5,1980
"12690",22441,613,"IE",2,57,720,19,30,5,180,5,6,7,4,4,5,5,7,1960
"12691",22442,616,"IE",2,72,520,17,90,5,60,5,3,8,8,6,5,6,8,1945
"12692",22443,617,"IE",2,39,520,18,30,5,240,6,7,7,6,6,5,5,5,1978
"12693",22446,620,"IE",2,60,321,13,30,5,60,5,7,7,5,5,5,7,7,1957
"12694",22447,621,"IE",1,27,620,17,15,5,540,8,8,8,6,8,5,5,8,1990
"12695",22452,627,"IE",2,62,321,14,10,5,150,0,0,0,0,0,3,3,2,1955
"12696",22454,629,"IE",2,63,321,13,30,4,60,5,4,6,3,3,7,8,5,1954
"12697",22460,636,"IE",1,52,520,17,60,5,60,7,7,7,7,7,8,7,6,1965
"12698",22462,638,"IE",1,41,313,13,0,5,330,0,0,0,4,4,6,7,5,1976
"12699",22464,641,"IE",1,75,421,16,60,5,240,5,6,6,6,6,5,7,6,1942
"12700",22466,643,"IE",2,28,321,16,10,5,330,0,0,2,2,2,2,2,3,1989
"12701",22469,648,"IE",2,59,620,18,60,5,150,5,6,8,6,7,7,7,5,1958
"12702",22470,650,"IE",1,49,313,14,95,5,200,2,2,3,1,2,3,3,5,1968
"12703",22471,651,"IE",2,50,423,16,90,4,200,6,7,6,6,7,6,7,6,1967
"12704",22472,652,"IE",2,36,313,12,60,5,120,5,5,4,5,4,5,5,5,1981
"12705",22477,657,"IE",1,19,313,14,0,4,60,5,5,6,6,6,5,6,5,1998
"12706",22482,665,"IE",2,60,720,15,20,5,360,1,4,5,1,2,8,5,7,1957
"12707",22492,675,"IE",1,74,222,12,10,4,45,5,5,6,5,6,5,6,5,1943
"12708",22495,678,"IE",1,36,321,12,30,5,225,5,7,4,4,4,5,5,5,1981
"12709",22497,683,"IE",2,65,720,22,45,5,120,0,8,10,0,3,5,5,0,1952
"12710",22499,686,"IE",2,45,520,17,40,5,60,6,8,8,6,5,7,8,5,1972
"12711",22500,687,"IE",1,40,720,18,50,5,60,5,8,5,3,5,0,0,5,1977
"12712",22503,694,"IE",1,47,423,15,45,5,300,3,4,0,5,3,1,4,5,1970
"12713",22504,695,"IE",1,49,313,13,50,5,120,4,6,8,3,4,2,6,9,1968
"12714",22505,697,"IE",1,60,720,18,40,5,120,2,7,7,2,4,8,6,2,1957
"12715",22509,703,"IE",1,29,321,13,40,5,180,3,5,6,5,6,8,8,5,1988
"12716",22510,706,"IE",2,56,0,10,20,4,210,0,0,0,0,0,5,5,5,1961
"12717",22513,709,"IE",1,63,720,22,15,5,120,3,6,5,4,3,8,6,3,1954
"12718",22515,712,"IE",1,52,720,18,40,5,150,3,5,5,5,5,6,2,8,1965
"12719",22517,714,"IE",1,73,213,11,0,5,120,10,6,9,8,5,6,7,5,1944
"12720",22518,716,"IE",1,58,520,19,55,5,60,3,5,10,3,7,0,0,1,1959
"12721",22524,728,"IE",2,24,720,20,50,5,600,7,8,9,7,6,9,8,1,1993
"12722",22527,736,"IE",1,35,321,13,5,5,480,4,5,6,4,4,4,5,10,1982
"12723",22528,741,"IE",1,48,720,18,20,5,600,7,4,7,7,6,5,7,2,1969
